1,1.140,1491838308,user_group-1,1.135255,,{'Example_Timer': 1.135041965723606}
2,1.348,1491838308,user_group-1,1.343284,,{'Example_Timer': 1.3419295591246847}
3,1.414,1491838308,user_group-2,1.409200,,{'Example_Timer': 1.406354741266484}
4,1.447,1491838308,user_group-2,1.442044,,{'Example_Timer': 1.436920158803063}
5,1.572,1491838308,user_group-1,1.566943,,{'Example_Timer': 1.5651276366045566}
6,1.947,1491838308,user_group-2,1.941725,,{'Example_Timer': 1.9409003100634796}
7,2.219,1491838309,user_group-1,1.078447,,{'Example_Timer': 1.0776675168752132}
8,2.649,1491838309,user_group-2,1.201303,,{'Example_Timer': 1.1963366948597445}
9,2.781,1491838309,user_group-2,1.365373,,{'Example_Timer': 1.3643143450278061}
10,2.840,1491838309,user_group-1,1.267914,,{'Example_Timer': 1.2649310657368977}
11,3.164,1491838310,user_group-1,1.815552,,{'Example_Timer': 1.8126350652030436}
12,3.397,1491838310,user_group-2,1.448961,,{'Example_Timer': 1.4437878853137356}
13,3.601,1491838310,user_group-1,1.381188,,{'Example_Timer': 1.3790571070061943}
14,4.092,1491838311,user_group-2,1.310526,,{'Example_Timer': 1.3082023456559617}
15,4.146,1491838311,user_group-2,1.496905,,{'Example_Timer': 1.4916910880069039}
16,4.249,1491838311,user_group-1,1.408328,,{'Example_Timer': 1.4079446863077223}
17,4.426,1491838311,user_group-2,1.029514,,{'Example_Timer': 1.0268505404718962}
18,4.669,1491838311,user_group-1,1.067889,,{'Example_Timer': 1.0670959982334431}
19,4.897,1491838311,user_group-1,1.731918,,{'Example_Timer': 1.727153973068547}
20,5.412,1491838312,user_group-2,1.265133,,{'Example_Timer': 1.2645684130984898}
21,5.649,1491838312,user_group-1,1.399628,,{'Example_Timer': 1.399362452581555}
22,5.860,1491838312,user_group-2,1.767311,,{'Example_Timer': 1.7669317000468898}
23,6.295,1491838313,user_group-2,1.868279,,{'Example_Timer': 1.864252368545603}
24,6.499,1491838313,user_group-1,1.829428,,{'Example_Timer': 1.8286721009836029}
25,6.513,1491838313,user_group-1,1.616233,,{'Example_Timer': 1.611537175183587}
26,6.957,1491838313,user_group-2,1.544446,,{'Example_Timer': 1.5436691613201714}
27,7.247,1491838314,user_group-1,1.597366,,{'Example_Timer': 1.5941999012054375}
28,7.746,1491838314,user_group-2,1.885671,,{'Example_Timer': 1.8812443714768228}
29,7.907,1491838314,user_group-2,1.611885,,{'Example_Timer': 1.6107930026042643}
30,7.920,1491838314,user_group-1,1.420900,,{'Example_Timer': 1.4195439540963775}
31,8.315,1491838315,user_group-2,1.357500,,{'Example_Timer': 1.357338409572091}
32,8.447,1491838315,user_group-1,1.933560,,{'Example_Timer': 1.9315289184559634}
33,8.756,1491838315,user_group-1,1.509363,,{'Example_Timer': 1.5075475125977804}
34,9.150,1491838316,user_group-2,1.242756,,{'Example_Timer': 1.2400863922089793}
35,9.443,1491838316,user_group-2,1.128231,,{'Example_Timer': 1.1276368017536726}
36,9.475,1491838316,user_group-1,1.028292,,{'Example_Timer': 1.026673552835229}
37,9.673,1491838316,user_group-1,1.751989,,{'Example_Timer': 1.7467733692804186}
38,9.719,1491838316,user_group-2,1.973296,,{'Example_Timer': 1.9713601754841812}
39,10.064,1491838317,user_group-1,1.307012,,{'Example_Timer': 1.3040120980632897}
40,10.717,1491838317,user_group-2,1.566330,,{'Example_Timer': 1.5612406498163038}
41,10.976,1491838317,user_group-1,1.499873,,{'Example_Timer': 1.4948747494850245}
42,11.309,1491838318,user_group-2,1.865818,,{'Example_Timer': 1.8647371907249641}
43,11.380,1491838318,user_group-1,1.706926,,{'Example_Timer': 1.7029176054013666}
44,11.713,1491838318,user_group-2,1.993058,,{'Example_Timer': 1.9878266017023707}
45,11.978,1491838318,user_group-1,1.001766,,{'Example_Timer': 1.000099940448223}
46,12.063,1491838319,user_group-1,1.999175,,{'Example_Timer': 1.9952482946325163}
47,12.578,1491838319,user_group-2,1.860200,,{'Example_Timer': 1.8557639350181594}
48,12.701,1491838319,user_group-2,1.390999,,{'Example_Timer': 1.3860471295258532}
49,12.929,1491838319,user_group-2,1.215792,,{'Example_Timer': 1.2142216394805596}
50,13.100,1491838320,user_group-1,1.036794,,{'Example_Timer': 1.0365902633485604}
51,13.353,1491838320,user_group-1,1.972803,,{'Example_Timer': 1.9677471863127467}
52,13.701,1491838320,user_group-1,1.723358,,{'Example_Timer': 1.7227978298824382}
53,14.348,1491838321,user_group-2,1.646943,,{'Example_Timer': 1.6417129859577688}
54,14.464,1491838321,user_group-1,1.110365,,{'Example_Timer': 1.1085670776513306}
55,14.545,1491838321,user_group-2,1.966822,,{'Example_Timer': 1.9642016114282361}
56,14.805,1491838321,user_group-1,1.704572,,{'Example_Timer': 1.7041997776607059}
57,14.820,1491838321,user_group-2,1.890981,,{'Example_Timer': 1.8875913505078943}
58,15.611,1491838322,user_group-1,1.147056,,{'Example_Timer': 1.1466778886997864}
59,15.650,1491838322,user_group-1,1.948370,,{'Example_Timer': 1.9431274829808802}
60,15.803,1491838322,user_group-2,1.454643,,{'Example_Timer': 1.4510895213616597}
61,15.977,1491838322,user_group-2,1.156867,,{'Example_Timer': 1.1538336475068989}
62,16.105,1491838323,user_group-2,1.559761,,{'Example_Timer': 1.5571000483355593}
63,16.557,1491838323,user_group-1,1.752080,,{'Example_Timer': 1.7488510160953556}
64,17.042,1491838324,user_group-2,1.238455,,{'Example_Timer': 1.233222124920845}
65,17.266,1491838324,user_group-2,1.288833,,{'Example_Timer': 1.2847330450745738}
66,17.463,1491838324,user_group-1,1.851647,,{'Example_Timer': 1.8497583329481335}
67,17.579,1491838324,user_group-1,1.928671,,{'Example_Timer': 1.9261216133715913}
68,17.777,1491838324,user_group-2,1.671515,,{'Example_Timer': 1.6674699096025054}
69,18.261,1491838325,user_group-1,1.703277,,{'Example_Timer': 1.699088635410818}
70,18.320,1491838325,user_group-2,1.277624,,{'Example_Timer': 1.2747986743648836}
71,18.536,1491838325,user_group-2,1.269626,,{'Example_Timer': 1.2681483902164083}
72,19.050,1491838326,user_group-1,1.586753,,{'Example_Timer': 1.5865511650781148}
73,19.368,1491838326,user_group-1,1.787685,,{'Example_Timer': 1.7861033337067969}
74,19.704,1491838326,user_group-2,1.927495,,{'Example_Timer': 1.9240445372404873}
75,19.710,1491838326,user_group-1,1.448586,,{'Example_Timer': 1.4433553911393018}
76,19.737,1491838326,user_group-2,1.200831,,{'Example_Timer': 1.1956039641971405}
77,19.820,1491838326,user_group-2,1.499389,,{'Example_Timer': 1.4959674595039552}
78,20.273,1491838327,user_group-1,1.222223,,{'Example_Timer': 1.219608713036194}
79,20.746,1491838327,user_group-2,1.041079,,{'Example_Timer': 1.0358405818607916}
80,20.789,1491838327,user_group-2,1.051365,,{'Example_Timer': 1.0489219148302185}
81,20.863,1491838327,user_group-1,1.494741,,{'Example_Timer': 1.4895135254621583}
82,20.958,1491838327,user_group-1,1.247910,,{'Example_Timer': 1.2454161181916161}
83,21.497,1491838328,user_group-2,1.677068,,{'Example_Timer': 1.676492087704671}
84,21.885,1491838328,user_group-1,1.611748,,{'Example_Timer': 1.6065145617642165}
85,22.209,1491838329,user_group-2,1.420326,,{'Example_Timer': 1.4168964161781648}
86,22.297,1491838329,user_group-1,1.434374,,{'Example_Timer': 1.4309677772613567}
87,22.525,1491838329,user_group-2,1.027599,,{'Example_Timer': 1.0229591466190588}
88,22.556,1491838329,user_group-2,1.809388,,{'Example_Timer': 1.8065401196654425}
89,22.789,1491838329,user_group-1,1.830176,,{'Example_Timer': 1.829729167606664}
90,23.317,1491838330,user_group-2,1.107292,,{'Example_Timer': 1.1028952810375885}
91,23.650,1491838330,user_group-2,1.094334,,{'Example_Timer': 1.0891074959822693}
92,23.689,1491838330,user_group-1,1.803671,,{'Example_Timer': 1.8010048738197613}
93,24.215,1491838331,user_group-2,1.689610,,{'Example_Timer': 1.6857771842836229}
94,24.220,1491838331,user_group-1,1.922494,,{'Example_Timer': 1.91746308922243}
95,24.574,1491838331,user_group-1,1.784912,,{'Example_Timer': 1.7844993348899818}
96,24.833,1491838331,user_group-1,1.143492,,{'Example_Timer': 1.1397832829467087}
97,24.870,1491838331,user_group-2,1.219705,,{'Example_Timer': 1.2190148398738985}
98,25.120,1491838332,user_group-2,1.802363,,{'Example_Timer': 1.8008767250908}
99,25.393,1491838332,user_group-2,1.177723,,{'Example_Timer': 1.1759283702986567}
100,25.864,1491838332,user_group-1,1.643744,,{'Example_Timer': 1.6416368896254467}
101,25.880,1491838332,user_group-1,1.306001,,{'Example_Timer': 1.3022895098091547}
102,26.164,1491838333,user_group-2,1.044255,,{'Example_Timer': 1.0415576893092813}
103,26.484,1491838333,user_group-1,1.651267,,{'Example_Timer': 1.6492655559534897}
104,26.577,1491838333,user_group-2,1.183792,,{'Example_Timer': 1.1797531093752935}
105,26.744,1491838333,user_group-2,1.873642,,{'Example_Timer': 1.869155552450839}
106,27.033,1491838334,user_group-1,1.167978,,{'Example_Timer': 1.167508061643619}
107,27.664,1491838334,user_group-1,1.783796,,{'Example_Timer': 1.7803925948805355}
108,27.668,1491838334,user_group-2,1.503761,,{'Example_Timer': 1.4987145712652241}
109,27.931,1491838334,user_group-1,1.446329,,{'Example_Timer': 1.4417380031785374}
110,28.156,1491838335,user_group-2,1.578343,,{'Example_Timer': 1.5739437005550567}
111,28.225,1491838335,user_group-2,1.480807,,{'Example_Timer': 1.4792608375828173}
112,28.681,1491838335,user_group-1,1.016780,,{'Example_Timer': 1.014329721821757}
113,28.997,1491838335,user_group-1,1.964473,,{'Example_Timer': 1.9606033754362238}
114,29.400,1491838336,user_group-2,1.244432,,{'Example_Timer': 1.2414560641878993}
115,29.426,1491838336,user_group-2,1.757363,,{'Example_Timer': 1.7525407801900847}
116,29.816,1491838336,user_group-2,1.590159,,{'Example_Timer': 1.5849242290150043}
117,29.843,1491838336,user_group-1,1.911510,,{'Example_Timer': 1.9064415428433996}
118,30.443,1491838337,user_group-1,1.761056,,{'Example_Timer': 1.7588505154461647}
119,30.640,1491838337,user_group-2,1.214091,,{'Example_Timer': 1.2092763091688272}
120,30.709,1491838337,user_group-1,1.711509,,{'Example_Timer': 1.7066295415220294}
121,30.873,1491838337,user_group-2,1.471892,,{'Example_Timer': 1.470736833255394}
122,31.478,1491838338,user_group-2,1.661678,,{'Example_Timer': 1.661582020506668}
123,31.543,1491838338,user_group-1,1.699739,,{'Example_Timer': 1.697649205230444}
